Object,Close-Approach (CA) Date (TDB)YYYY-mmm-DD HH:MM ± D_HH:MM,CA DistanceNominal(LD/AU),CA DistanceMinimum(LD/AU),Vrelative(km/s),Vinfinity(km/s),Nsigma,H(mag),ref,class
(2016 VO4),2016-Nov-02 08:51 ±,17.03/0.04376,16.83/0.04325,17.94,17.93,599.0,24.8,2,NEA
(2016 VM3),2016-Nov-02 11:12 ±,11.09/0.02850,11.06/0.02841,8.22,8.21,556.0,24.8,4,NEA
(2016 UX5),2016-Nov-02 23:36 ±,7.08/0.01819,7.07/0.01816,6.08,6.05,940.0,26.5,6,NEA
(2016 VO2),2016-Nov-03 00:56 ±,6.63/0.01702,6.57/0.01688,14.86,14.85,267.0,26.7,1,NEA
(2016 VW2),2016-Nov-03 11:43 ±,10.68/0.02743,10.63/0.02732,8.17,8.16,437.0,26.3,5,NEA
(2016 VJ3),2016-Nov-03 17:46 ±,11.21/0.02881,11.09/0.02848,27.62,27.62,234.0,24.6,2,NEA
(2016 TG55),2016-Nov-04 02:04 ±,3.83/0.00985,3.83/0.00985,5.95,5.91,2960.0,26.0,19,NEA
(2016 VW5),2016-Nov-04 10:46 ±,11.89/0.03055,11.73/0.03014,15.77,15.77,168.0,24.2,2,NEA
(2016 VL2),2016-Nov-04 16:08 ±,10.92/0.02805,10.83/0.02782,7.21,7.2,218.0,27.0,2,NEA
(2016 VB4),2016-Nov-04 21:02 ±,3.94/0.01012,3.93/0.01009,17.57,17.55,961.0,23.8,4,NEA
(2016 VQ2),2016-Nov-05 08:04 ±,16.41/0.04217,16.39/0.04211,11.09,11.09,1390.0,23.5,6,NEA
(2016 VX2),2016-Nov-05 15:41 ±,11.35/0.02916,11.30/0.02904,6.84,6.83,423.0,25.7,4,NEA
(2016 UE),2016-Nov-05 17:38 ±,5.21/0.01339,5.21/0.01338,3.81,3.75,1910.0,25.2,8,NEA
(2016 UC107),2016-Nov-06 04:58 ±,5.43/0.01395,5.42/0.01393,12.84,12.82,1380.0,25.6,2,NEA
(2016 VF),2016-Nov-06 07:32 ±,14.05/0.03612,14.01/0.03600,8.29,8.28,598.0,26.6,1,NEA
(2016 VO3),2016-Nov-06 14:03 ±,12.81/0.03291,12.74/0.03275,10.0,9.99,388.0,26.1,3,NEA
(2016 VG),2016-Nov-06 19:08 ±,4.12/0.01060,4.12/0.01058,10.37,10.34,1950.0,26.7,3,NEA
(2016 VN1),2016-Nov-06 23:16 ±,10.51/0.02701,10.46/0.02689,17.13,17.13,507.0,25.8,2,NEA
(2016 WR),2016-Nov-07 03:34 ±   00:04,10.81/0.02777,10.70/0.02750,7.72,7.71,188.0,26.5,2,NEA
(2016 VD4),2016-Nov-07 05:00 ±,1.47/0.00378,1.47/0.00378,6.67,6.56,1460.0,27.6,3,NEA
(2002 UQ12),2016-Nov-07 06:01 ±,19.44/0.04996,19.44/0.04995,20.08,20.08,203000.0,22.4,21,NEA
(2016 VB18),2016-Nov-07 06:53 ±   00:02,1.99/0.00512,1.81/0.00465,11.65,11.6,274.0,26.5,3,NEA
(2016 VZ1),2016-Nov-07 09:10 ±,8.18/0.02101,8.15/0.02095,12.91,12.9,747.0,26.1,3,NEA
(2016 VU5),2016-Nov-07 15:43 ±,4.01/0.01031,4.00/0.01028,6.91,6.87,631.0,27.4,3,NEA
(2016 VB1),2016-Nov-07 15:57 ±,0.70/0.00179,0.70/0.00179,5.72,5.46,11300.0,28.6,3,NEA
(2016 VS),2016-Nov-07 21:26 ±,2.73/0.00703,2.73/0.00702,9.63,9.59,1770.0,27.4,2,NEA
(2016 VR4),2016-Nov-09 06:16 ±,1.96/0.00503,1.95/0.00501,10.98,10.93,537.0,28.9,1,NEA
(2016 WW),2016-Nov-10 08:40 ±   00:13,13.62/0.03499,13.26/0.03407,15.01,15.0,84.9,25.3,2,NEA
(2016 VF18),2016-Nov-10 11:35 ±   00:26,0.18/0.00047,0.16/0.00041,13.74,13.31,47.2,29.9,1,NEA
(2004 KB),2016-Nov-10 13:33 ± 1_05:06,10.01/0.02572,8.72/0.02241,13.52,13.51,910.0,21.1,12,NEA
(2016 WX),2016-Nov-10 14:29 ±   00:05,10.21/0.02624,10.06/0.02586,11.97,11.96,143.0,25.5,2,NEA
(2016 VA1),2016-Nov-11 02:38 ±,11.24/0.02889,11.21/0.02880,19.03,19.02,780.0,23.5,7,NEA
(2016 VQ),2016-Nov-11 10:21 ±,2.53/0.00650,2.52/0.00648,13.45,13.42,669.0,26.0,5,NEA
(2016 VD18),2016-Nov-12 08:17 ±   00:04,14.63/0.03758,14.48/0.03721,10.56,10.55,196.0,25.6,3,NEA
(2016 VZ),2016-Nov-12 10:21 ±,3.05/0.00784,3.05/0.00783,9.77,9.74,1300.0,25.9,6,NEA
(2016 VR),2016-Nov-12 13:31 ±,6.17/0.01586,6.15/0.01580,9.76,9.75,496.0,26.2,4,NEA
(2016 VY1),2016-Nov-12 15:13 ±,2.59/0.00665,2.58/0.00663,6.11,6.04,409.0,24.7,4,NEA
(2016 WO),2016-Nov-12 17:47 ±,12.69/0.03260,12.63/0.03246,14.93,14.92,531.0,25.6,3,NEA
(2016 UN5),2016-Nov-12 18:43 ±,18.94/0.04867,18.93/0.04865,4.91,4.9,3930.0,25.1,10,NEA
(2016 VN3),2016-Nov-12 21:39 ±,6.12/0.01572,6.09/0.01564,17.6,17.59,472.0,26.2,2,NEA
(2016 WN1),2016-Nov-13 04:24 ±,12.46/0.03202,12.45/0.03199,15.98,15.97,2730.0,25.4,10,NEA
(2016 VX1),2016-Nov-13 21:11 ±,5.23/0.01343,5.17/0.01329,17.04,17.03,217.0,25.0,2,NEA
(2016 UB107),2016-Nov-14 10:52 ±,8.38/0.02154,8.36/0.02148,4.9,4.87,653.0,25.2,1,NEA
(2016 VE4),2016-Nov-15 08:24 ±,5.24/0.01347,5.23/0.01343,7.3,7.27,638.0,26.4,3,NEA
(2016 WU),2016-Nov-15 10:01 ±,2.04/0.00524,2.04/0.00524,7.1,7.02,1460.0,27.3,7,NEA
(2016 WC2),2016-Nov-15 10:53 ±   00:03,3.35/0.00862,3.30/0.00849,13.25,13.23,145.0,27.2,1,NEA
(2016 WT1),2016-Nov-15 12:08 ±,13.11/0.03369,13.03/0.03349,12.63,12.62,341.0,25.8,2,NEA
(2016 WF1),2016-Nov-15 12:59 ±,4.93/0.01267,4.92/0.01265,7.34,7.31,1240.0,27.7,3,NEA
(2016 VK2),2016-Nov-16 21:59 ±,11.34/0.02913,11.19/0.02876,15.51,15.5,177.0,25.0,3,NEA
(2016 WF),2016-Nov-16 22:49 ±,5.71/0.01466,5.70/0.01463,5.89,5.86,900.0,27.0,5,NEA
(2016 WD),2016-Nov-16 23:01 ±,18.48/0.04748,18.34/0.04714,13.9,13.9,295.0,24.9,3,NEA
(2016 WC),2016-Nov-17 04:08 ±,1.73/0.00444,1.72/0.00443,21.85,21.82,713.0,27.7,1,NEA
(2016 WT),2016-Nov-17 06:54 ±,0.50/0.00129,0.50/0.00129,10.95,10.76,853.0,29.7,3,NEA
(2016 VV2),2016-Nov-17 09:00 ±,16.73/0.04298,16.72/0.04297,8.21,8.2,16000.0,24.8,5,NEA
(2016 WY),2016-Nov-17 13:59 ±,1.73/0.00445,1.73/0.00445,3.34,3.15,3880.0,29.4,10,NEA
(2016 WE),2016-Nov-17 14:50 ±,10.89/0.02797,10.84/0.02784,7.18,7.16,370.0,26.6,4,NEA
(2016 UY56),2016-Nov-18 06:24 ±,7.20/0.01850,7.20/0.01850,11.85,11.84,19000000.0,23.9,21,NEA
433953 (1997 XR2),2016-Nov-18 15:05 ±,18.51/0.04756,18.51/0.04756,6.35,6.34,17900000.0,20.8,74,NEA
(2016 WQ1),2016-Nov-19 01:15 ±,2.34/0.00601,2.34/0.00601,7.92,7.86,3820.0,27.8,13,NEA
(2016 WN7),2016-Nov-20 02:06 ±,4.19/0.01076,4.17/0.01071,6.19,6.15,425.0,27.9,4,NEA
(2016 WM7),2016-Nov-20 05:47 ±,14.17/0.03641,14.15/0.03635,5.47,5.45,957.0,26.0,7,NEA
(2016 WH),2016-Nov-21 00:07 ±,2.34/0.00602,2.33/0.00600,11.1,11.06,685.0,27.0,2,NEA
(2016 WL1),2016-Nov-21 05:35 ±,18.06/0.04641,17.96/0.04615,7.08,7.08,305.0,25.8,2,NEA
(2016 WT3),2016-Nov-21 12:54 ±,0.94/0.00243,0.94/0.00242,14.52,14.44,502.0,28.6,1,NEA
(2016 WF7),2016-Nov-21 15:38 ±,1.95/0.00502,1.95/0.00500,6.52,6.43,513.0,28.8,5,NEA
(2016 VC1),2016-Nov-22 02:54 ±,17.58/0.04517,17.54/0.04508,18.23,18.23,1200.0,21.7,12,NEA
(2016 WT7),2016-Nov-22 10:39 ±,9.51/0.02443,9.50/0.02440,3.7,3.67,1480.0,25.9,8,NEA
(2016 VS1),2016-Nov-22 21:48 ±,19.26/0.04949,19.19/0.04931,5.14,5.13,456.0,25.7,6,NEA
(2016 WC10),2016-Nov-23 00:09 ±   00:04,2.88/0.00740,2.86/0.00735,9.44,9.4,287.0,27.1,1,NEA
(2016 WU7),2016-Nov-24 06:13 ±,4.85/0.01247,4.85/0.01245,15.81,15.8,1920.0,25.2,3,NEA
(2016 WW2),2016-Nov-25 02:46 ±,0.35/0.00089,0.35/0.00089,9.87,9.56,2710.0,29.0,3,NEA
(2016 WU2),2016-Nov-25 03:41 ±,1.46/0.00375,1.46/0.00375,7.53,7.44,4200.0,27.4,2,NEA
(2016 WV2),2016-Nov-25 10:21 ±,6.69/0.01719,6.68/0.01716,7.71,7.69,992.0,26.3,3,NEA
(2016 WG),2016-Nov-25 20:08 ±,4.20/0.01079,4.19/0.01078,23.3,23.29,1960.0,23.3,11,NEA
(2016 WW7),2016-Nov-26 00:52 ±,12.82/0.03294,12.75/0.03277,8.4,8.39,348.0,26.8,2,NEA
(2016 WV7),2016-Nov-26 11:12 ±,10.76/0.02764,10.73/0.02757,4.79,4.77,636.0,27.2,4,NEA
(2016 XC18),2016-Nov-26 17:34 ±,16.35/0.04203,16.29/0.04186,20.56,20.56,1290.0,21.9,7,NEA
(2016 WR55),2016-Nov-26 17:46 ±,1.13/0.00289,1.12/0.00288,14.18,14.12,445.0,28.3,1,NEA
(2016 WR8),2016-Nov-26 20:11 ±,6.49/0.01668,6.46/0.01660,11.75,11.74,424.0,27.5,3,NEA
(2016 XH),2016-Nov-27 15:12 ±   00:01,19.04/0.04891,18.83/0.04839,6.97,6.96,162.0,26.0,3,NEA
(2016 WA8),2016-Nov-27 21:44 ±,8.31/0.02136,8.29/0.02131,13.93,13.92,869.0,24.7,4,NEA
(2016 WL7),2016-Nov-29 02:04 ±,11.54/0.02966,11.52/0.02959,6.83,6.82,780.0,24.3,3,NEA
(2016 XG),2016-Nov-29 05:58 ±,3.19/0.00819,3.18/0.00816,11.74,11.71,611.0,28.4,1,NEA
(2016 XQ1),2016-Nov-29 18:06 ±,8.19/0.02104,8.17/0.02100,8.73,8.72,831.0,26.0,7,NEA
(2016 XL18),2016-Nov-29 22:01 ±,14.48/0.03720,14.44/0.03711,7.51,7.5,770.0,26.0,4,NEA
(2016 WQ),2016-Nov-30 10:56 ±,4.45/0.01144,4.43/0.01138,13.57,13.55,441.0,25.5,6,NEA
(2016 XL23),2016-Nov-30 12:54 ±,0.23/0.00058,0.23/0.00058,10.6,10.16,1080.0,29.3,1,NEA
(2016 WZ8),2016-Nov-30 18:47 ±,4.15/0.01067,4.15/0.01065,4.93,4.88,941.0,28.4,4,NEA
(2016 WC8),2016-Dec-01 03:35 ±,17.66/0.04537,17.58/0.04517,10.78,10.77,457.0,24.1,2,NEA
(2016 WG7),2016-Dec-01 15:55 ±,2.61/0.00670,2.61/0.00670,6.58,6.52,4060.0,26.0,7,NEA
(2016 WQ3),2016-Dec-01 18:47 ±,1.48/0.00380,1.48/0.00380,3.55,3.35,1910.0,28.8,5,NEA
(2016 XJ),2016-Dec-01 23:16 ±,5.09/0.01307,5.08/0.01306,4.65,4.61,1360.0,27.4,2,NEA
(2016 XZ20),2016-Dec-02 15:55 ±   00:02,8.95/0.02299,8.74/0.02245,23.43,23.43,108.0,23.8,2,NEA
(2016 WU9),2016-Dec-03 05:45 ±,18.58/0.04774,18.40/0.04727,17.12,17.12,233.0,25.2,2,NEA
(2016 XB),2016-Dec-03 21:07 ±   00:06,13.46/0.03458,13.38/0.03438,7.69,7.68,296.0,26.7,1,NEA
(2016 XP1),2016-Dec-05 10:42 ±,10.92/0.02806,10.89/0.02798,8.08,8.07,697.0,26.8,4,NEA
(2016 WB8),2016-Dec-05 17:46 ±,3.60/0.00926,3.60/0.00925,8.29,8.26,1770.0,25.9,7,NEA
(2016 WD7),2016-Dec-06 09:21 ±,4.18/0.01074,4.18/0.01074,2.81,2.72,23800.0,27.3,8,NEA
(2016 TD18),2016-Dec-06 17:56 ±,17.84/0.04584,17.84/0.04584,6.29,6.28,27400.0,23.6,16,NEA
(2016 WH10),2016-Dec-06 19:20 ±,5.70/0.01465,5.69/0.01462,10.45,10.43,1090.0,26.0,5,NEA
(2016 YD8),2016-Dec-07 03:30 ±   00:08,9.07/0.02330,9.06/0.02327,15.52,15.52,2500.0,22.9,4,NEA
(2016 XE),2016-Dec-07 08:42 ±,1.47/0.00379,1.47/0.00378,7.02,6.92,1670.0,28.2,4,NEA
(2016 WQ8),2016-Dec-08 20:40 ±,5.08/0.01306,5.06/0.01301,13.95,13.94,605.0,24.6,6,NEA
(2016 XA),2016-Dec-12 01:30 ±,7.20/0.01849,7.16/0.01840,11.06,11.05,394.0,26.0,7,NEA
(2016 XR23),2016-Dec-12 13:11 ±,4.42/0.01137,4.42/0.01136,5.93,5.89,10600.0,25.4,16,NEA
481817 (2008 UL90),2016-Dec-12 14:53 ±,15.23/0.03914,15.23/0.03914,13.15,13.15,9000000.0,18.7,49,NEA
(2017 AD21),2016-Dec-12 22:13 ±   20:21,13.18/0.03386,8.92/0.02291,3.77,3.74,36.3,27.0,1,NEA
(2016 XW20),2016-Dec-13 00:18 ±,1.79/0.00460,1.79/0.00459,8.42,8.35,1500.0,26.7,4,NEA
(2016 YY),2016-Dec-13 05:14 ±,15.01/0.03857,14.99/0.03851,15.99,15.98,3170.0,25.4,5,NEA
(2016 XA21),2016-Dec-13 17:25 ±,12.63/0.03246,12.60/0.03238,5.83,5.81,675.0,25.7,5,NEA
(2015 YA),2016-Dec-13 19:45 ±   00:14,9.61/0.02470,9.11/0.02340,8.0,7.99,37300.0,27.4,6,NEA
(2015 XX169),2016-Dec-13 20:23 ±,7.46/0.01918,7.46/0.01918,6.43,6.41,14800.0,27.5,6,NEA
(2016 YH),2016-Dec-15 17:47 ±,7.68/0.01973,7.66/0.01968,8.8,8.78,786.0,25.5,6,NEA
(2016 YK4),2016-Dec-15 20:11 ±,5.38/0.01382,5.36/0.01377,7.94,7.92,462.0,26.1,3,NEA
(2016 YL3),2016-Dec-16 13:09 ±,15.75/0.04048,15.70/0.04035,10.42,10.41,750.0,25.3,4,NEA
(2016 YE),2016-Dec-16 21:01 ±,12.18/0.03130,12.16/0.03124,4.68,4.66,755.0,25.9,6,NEA
(2016 XK18),2016-Dec-18 22:01 ±,5.85/0.01502,5.85/0.01502,8.53,8.5,693000.0,24.5,16,NEA
(2017 AG3),2016-Dec-19 00:43 ±   00:03,15.90/0.04086,15.72/0.04040,10.75,10.74,172.0,25.4,2,NEA
(2017 BY32),2016-Dec-20 09:57 ±   01:00,15.77/0.04052,15.65/0.04021,3.31,3.29,218.0,26.3,2,NEA
(2010 XN),2016-Dec-21 00:27 ±,17.47/0.04489,17.47/0.04488,11.65,11.65,115000.0,24.2,14,NEA
481457 (2006 XD2),2016-Dec-21 07:55 ±,18.86/0.04845,18.86/0.04845,13.59,13.58,23900000.0,21.0,47,NEA
(2016 YG),2016-Dec-21 15:41 ±,11.70/0.03005,11.67/0.02999,7.44,7.43,814.0,26.0,5,NEA
(2015 YQ1),2016-Dec-21 16:09 ±   00:20,6.17/0.01585,5.58/0.01433,11.99,11.98,52900.0,28.0,7,NEA
